DATAFLOW,LAST UPDATE,freq,unit,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Ireland,2015,51492.0,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Ireland,2016,50778.0,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Ireland,2017,55303.6,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Ireland,2018,58653.7,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Ireland,2019,59964.2,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Ireland,2020,62458.7,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Ireland,2021,74710.7,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Ireland,2022,85489.3,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Ireland,2023,83557.7,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Ireland,2024,88284.9,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Iceland,2013,32898.4,p,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Iceland,2014,33929.4,p,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Iceland,2015,36442.6,p,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Iceland,2016,38371.6,p,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Iceland,2017,39429.6,p,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Iceland,2018,40187.1,p,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Iceland,2019,40837.0,p,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Iceland,2020,37354.0,p,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Iceland,2021,41213.3,p,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Iceland,2022,48281.2,p,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Iceland,2023,51919.6,p,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Iceland,2024,51970.9,p,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Italy,2013,26316.7,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Italy,2014,26280.4,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Italy,2015,26880.4,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Italy,2016,28121.4,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Italy,2017,28946.4,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Italy,2018,29551.8,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Italy,2019,30344.7,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Italy,2020,28383.9,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Italy,2021,31780.1,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Italy,2022,35255.9,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Italy,2023,37759.7,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Italy,2024,39004.2,p,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Lithuania,2013,19173.7,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Lithuania,2014,20073.3,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Lithuania,2015,20741.2,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Lithuania,2016,21376.3,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Lithuania,2017,23073.0,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Lithuania,2018,24743.4,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Lithuania,2019,26379.1,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Lithuania,2020,26357.1,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Lithuania,2021,29274.7,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Lithuania,2022,31476.8,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Lithuania,2023,33263.8,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Lithuania,2024,35000.0,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Luxembourg,2013,72586.2,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Luxembourg,2014,75200.4,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Luxembourg,2015,77581.8,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Luxembourg,2016,78464.8,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Luxembourg,2017,78895.5,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Luxembourg,2018,78975.8,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Luxembourg,2019,78735.2,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Luxembourg,2020,77882.3,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Luxembourg,2021,87091.5,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Luxembourg,2022,89574.0,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Luxembourg,2023,93488.9,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Luxembourg,2024,96249.0,p,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Latvia,2013,15770.3,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Latvia,2014,16462.7,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Latvia,2015,17353.0,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Latvia,2016,17925.3,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Latvia,2017,18999.6,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Latvia,2018,20227.7,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Latvia,2019,20946.3,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Latvia,2020,20909.5,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Latvia,2021,23540.3,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Latvia,2022,24949.1,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Latvia,2023,27195.5,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Latvia,2024,28076.9,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Montenegro,2013,10604.9,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Montenegro,2014,10949.2,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Montenegro,2015,11570.4,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Montenegro,2016,12524.6,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Montenegro,2017,13295.5,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Montenegro,2018,14295.8,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Montenegro,2019,15415.9,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Montenegro,2020,13174.4,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Montenegro,2021,15110.2,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Montenegro,2022,17357.3,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Montenegro,2023,20151.6,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Montenegro,2024,21853.0,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,North Macedonia,2013,9862.0,e,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,North Macedonia,2014,10382.3,e,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,North Macedonia,2015,10810.0,e,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,North Macedonia,2016,11432.3,e,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,North Macedonia,2017,11787.5,e,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,North Macedonia,2018,12517.2,e,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,North Macedonia,2019,13150.9,e,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,North Macedonia,2020,12729.7,e,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,North Macedonia,2021,14124.2,e,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,North Macedonia,2022,15085.6,e,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,North Macedonia,2023,15914.3,e,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,North Macedonia,2024,16943.1,e,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Malta,2013,23895.6,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Malta,2014,25209.5,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Malta,2015,27576.9,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Malta,2016,28475.8,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Malta,2017,31414.9,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Malta,2018,32635.5,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Malta,2019,33378.1,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Malta,2020,31929.1,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Malta,2021,36239.4,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Malta,2022,37261.4,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Malta,2023,41622.5,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Malta,2024,44660.0,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Netherlands,2013,35818.7,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Netherlands,2014,35659.4,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Netherlands,2015,36639.1,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Netherlands,2016,36930.1,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Netherlands,2017,38491.1,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Netherlands,2018,39881.5,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Netherlands,2019,40543.6,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Netherlands,2020,39983.4,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Netherlands,2021,43738.4,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Netherlands,2022,48359.0,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Netherlands,2023,49966.9,p,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Netherlands,2024,53220.9,p,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Norway,2013,48630.5,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Norway,2014,47546.2,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Norway,2015,43660.2,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Norway,2016,41167.5,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Norway,2017,44364.3,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Norway,2018,47635.0,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Norway,2019,46131.9,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Norway,2020,42871.8,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Norway,2021,56760.0,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Norway,2022,77192.6,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Norway,2023,65150.3,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Norway,2024,64493.1,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Poland,2013,17640.6,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Poland,2014,18251.1,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Poland,2015,19407.6,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Poland,2016,19707.1,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Poland,2017,20729.9,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Poland,2018,21942.4,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Poland,2019,23345.3,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Poland,2020,23914.3,b,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Poland,2021,26195.3,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Poland,2022,28149.4,b,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Poland,2023,29572.1,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Poland,2024,31439.0,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Portugal,2013,20154.0,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Portugal,2014,20580.4,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Portugal,2015,21240.2,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Portugal,2016,21877.8,,
ESTAT:NAMA_10_PC(1.0),02/12/25 11:00:00,Annual,"Current prices, purchasing power standard (PPS, EU27 from 2020) per capita",Gross domestic product at market prices,Portugal,2017,22559.4,,
